"","year","name","firstname","lastname","position","heightfeet","heightinches","heightinchestotal","weight","arms","hands","fortyyd","twentyyd","tenyd","twentyss","threecone","vertical","broad","bench","round","college","pick","pickround","picktotal","wonderlic","nflgrade"
"3841",2002,"Andre Davis","Andre","Davis","WR","6","2.0000",74,194,0,0,4.42,0,0,4.1,0,39.5,123,0,2,"Virginia Tech","15(47)","15",47,0,0
"3854",2002,"RJ English","RJ","English","WR","6","2.0000",74,211,0,0,4.63,0,0,4.11,0,37.5,121,0,0,"","","0",0,0,0
"3871",2002,"Jabar Gaffney","Jabar","Gaffney","WR","6","3.0000",75,193,0,0,4.56,0,0,4.06,0,0,0,0,2,"Florida","1(33)","1",33,0,0
"3874",2002,"David Givens","David","Givens","WR","6","1.0000",73,217,0,0,4.56,0,0,4.13,0,40.5,126,0,7,"Notre Dame","42(253)","42",253,0,0
"3893",2002,"Herb Haygood","Herb","Haygood","WR","6","1.0000",73,193,0,0,4.45,0,0,4.26,0,33,114,0,5,"Michigan State","9(144)","9",144,0,0
"3904",2002,"Kahlil Hill","Kahlil","Hill","WR","6","2.0000",74,200,0,0,4.65,0,0,0,0,35,0,0,6,"Iowa","12(184)","12",184,0,0
"3909",2002,"Javin Hunter","Javin","Hunter","WR","5","11.0000",71,186,0,0,4.47,0,0,4.04,0,41,129,0,6,"Notre Dame","34(206)","34",206,0,0
"3916",2002,"Emmett Johnson","Emmett","Johnson","WR","6","2.0000",74,205,0,0,4.45,0,0,4.1,0,39,122,0,0,"","","0",0,0,0
"3918",2002,"Ron Johnson","Ron","Johnson","WR","6","3.0000",75,225,0,0,4.7,0,0,4.02,0,34.5,118,0,4,"Minnesota","25(123)","25",123,0,0
"3934",2002,"Aaron Lockett","Aaron","Lockett","WR","5","8.0000",68,155,0,0,4.31,0,0,4.11,0,35,119,0,7,"Kansas State","43(254)","43",254,0,0
"3940",2002,"Lee Mays","Lee","Mays","WR","6","1.0000",73,190,0,0,4.55,0,0,4.17,0,32.5,119,0,6,"UTEP","30(202)","30",202,0,0
"3941",2002,"Jason McAddley","Jason","McAddley","WR","6","2.0000",74,203,0,0,4.47,0,0,4.09,0,36.5,123,0,5,"Alabama","14(149)","14",149,0,0
"3953",2002,"Freddie Milons","Freddie","Milons","WR","5","10.0000",70,190,0,0,4.51,0,0,0,0,33.5,114,0,5,"Alabama","27(162)","27",162,0,0
"3966",2002,"Kendall Newson","Kendall","Newson","WR","6","2.0000",74,200,0,0,4.69,0,0,4.27,0,33.5,117,0,7,"Middle Tennessee State","11(222)","11",222,0,0
"3982",2002,"Brian Poli-Dixon","Brian","Poli-Dixon","WR","6","5.0000",77,210,0,0,4.48,2.62,1.63,0,0,0,0,0,0,"","","0",0,0,0
"3987",2002,"Antwaan Randle El","Antwaan","Randle","WR","5","10.0000",70,191,0,0,4.49,0,0,0,0,0,0,0,2,"Indiana","30(62)","30",62,17,0
"3994",2002,"Cliff Russell","Cliff","Russell","WR","6","1.0000",73,185,0,0,4.36,0,0,0,0,0,0,0,3,"Utah","22(87)","22",87,0,0
"3995",2002,"Jake Schifino","Jake","Schifino","WR","6","1.0000",73,200,0,0,4.49,2.57,1.58,0,0,0,0,0,5,"Akron","16(151)","16",151,0,0
"4012",2002,"Lawrence Story","Lawrence","Story","WR","6","5.0000",77,205,0,0,4.63,0,0,4.16,0,33.5,114,0,0,"","","0",0,0,0
"4025",2002,"Ryan Tolhurst","Ryan","Tolhurst","WR","5","11.0000",71,196,0,0,4.49,2.66,1.63,3.88,6.65,38,123,0,0,"","","0",0,0,0
"4028",2002,"Javon Walker","Javon","Walker","WR","6","3.0000",75,210,32.5,9.75,4.38,2.54,1.53,4.05,6.86,39.5,126,18,1,"Florida State","20(20)","20",20,0,0
"4054",2001,"Scotty Anderson","Scotty","Anderson","WR","6","2.0000",74,184,0,0,4.57,0,0,0,0,34.5,115,0,5,"Grambling State","17(148)","17",148,0,0
"4059",2001,"Alex Bannister","Alex","Bannister","WR","6","5.0000",77,201,0,0,4.47,0,0,0,0,30.5,110,0,5,"Eastern Kentucky","9(140)","9",140,0,0
"4068",2001,"Eddie Berlin","Eddie","Berlin","WR","6","1.0000",73,191,0,0,4.43,0,0,4.08,0,39.5,122,0,5,"Northern Iowa","28(159)","28",159,0,0
"4085",2001,"John Capel","John","Capel","WR","5","11.0000",71,177,0,0,4.39,0,0,0,0,36.5,126,0,7,"Florida","8(208)","8",208,0,0
"4089",2001,"Jonathan Carter","Jonathan","Carter","WR","6","1.0000",73,180,0,0,4.35,2.54,1.55,4.25,7.28,42.5,134,0,5,"Troy","31(162)","31",162,0,0
"4092",2001,"Chris Chambers","Chris","Chambers","WR","6","1.0000",73,210,0,0,4.33,0,0,4,0,45,134,0,2,"Wisconsin","21(52)","21",52,0,0
"4119",2001,"Robert Ferguson","Robert","Ferguson","WR","6","1.0000",73,205,0,0,4.48,0,0,4.07,0,36.5,120,0,2,"Texas A&M","10(41)","10",41,0,0
"4122",2001,"Richmond Flowers","Richmond","Flowers","WR","5","11.0000",71,195,0,0,4.55,2.63,1.59,3.96,6.98,35.5,114,0,7,"Chattanooga","35(235)","35",235,0,0
"4127",2001,"Rod Gardner","Rod","Gardner","WR","6","2.0000",74,219,0,0,4.48,0,0,0,0,36,0,0,1,"Clemson","15(15)","15",15,0,0
"4129",2001,"Reggie Germany","Reggie","Germany","WR","6","1.0000",73,183,0,0,4.39,0,0,0,0,32,0,0,7,"Ohio State","14(214)","14",214,0,0
"4158",2001,"Margin Hooks","Margin","Hooks","WR","5","11.0000",71,191,0,0,4.5,0,0,4.18,0,36,116,0,0,"","","0",0,0,0
"4164",2001,"Cedric James","Cedric","James","WR","6","2.2500",74.25,204,0,0,4.49,0,0,0,0,43,134,0,4,"TCU","36(131)","36",131,0,0
"4170",2001,"Chad Johnson","Chad","Johnson","WR","6","1.0000",73,192,0,0,4.57,0,0,4.14,0,33,108,0,2,"Oregon State","5(36)","5",36,0,0
"4176",2001,"Kevin Kasper","Kevin","Kasper","WR","6","1.0000",73,199,0,0,4.42,0,0,3.73,0,43.5,126,0,6,"Iowa","27(190)","27",190,0,0
"4180",2001,"Andre King","Andre","King","WR","6","1.0000",73,199,0,0,4.61,0,0,0,0,35.5,0,0,7,"Miami (FL)","45(245)","45",245,0,0
"4194",2001,"David Martin","David","Martin","WR","6","4.0000",76,242,0,0,4.76,0,0,0,0,37,127,0,6,"Tennessee","35(198)","35",198,0,0
"4196",2001,"Justin McCareins","Justin","McCareins","WR","6","2.0000",74,209,0,0,4.51,0,0,3.99,0,41,129,0,4,"Northern Illinois","29(124)","29",124,0,0
"4198",2001,"Quentin McCord","Quentin","McCord","WR","5","10.0000",70,191,0,0,4.48,0,0,4.18,0,36.5,112,0,7,"Kentucky","36(236)","36",236,0,0
"4205",2001,"Shawn Mills","Shawn","Mills","WR","6","1.0000",73,180,0,0,4.51,0,0,4.15,0,34.5,116,0,0,"","","0",0,0,0
"4206",2001,"Snoop Minnis","Snoop","Minnis","WR","6","1.0000",73,171,0,0,4.57,0,0,4.07,0,37.5,115,0,0,"","","0",0,0,0
"4209",2001,"Freddie Mitchell","Freddie","Mitchell","WR","6","1.0000",73,185,0,0,4.46,0,0,4.06,0,39.5,120,0,1,"UCLA","25(25)","25",25,0,0
"4213",2001,"Quincy Morgan","Quincy","Morgan","WR","6","1.0000",73,211,0,0,4.48,0,0,0,0,33,0,0,2,"Kansas State","2(33)","2",33,0,0
"4214",2001,"Santana Moss","Santana","Moss","WR","5","10.0000",70,181,0,0,4.31,0,0,0,0,42,0,0,1,"Miami (FL)","16(16)","16",16,0,0
"4218",2001,"Bobby Newcombe","Bobby","Newcombe","WR","5","11.0000",71,195,0,0,4.53,2.6,1.61,3.98,6.86,37,117,0,6,"Nebraska","3(166)","3",166,0,0
"4233",2001,"Nate Poole","Nate","Poole","WR","6","2.0000",74,198,0,0,4.79,0,0,4.22,0,32.5,112,0,0,"","","0",0,0,0
"4237",2001,"Ken-Yon Rambo","Ken-Yon","Rambo","WR","6","1.0000",73,196,0,0,4.34,0,0,0,0,39,0,0,7,"Ohio State","29(229)","29",229,0,0
"4245",2001,"Koren Robinson","Koren","Robinson","WR","6","2.0000",74,211,0,0,4.61,0,0,0,0,38.5,123,0,1,"North Carolina State","9(9)","9",9,0,0
"4261",2001,"Steve Smith","Steve","Smith","WR","5","9.0000",69,184,0,0,4.41,0,0,4.25,0,38.5,121,0,3,"Utah","12(74)","12",74,0,0
"4273",2001,"Vinny Sutherland","Vinny","Sutherland","WR","5","9.0000",69,192,0,0,4.48,0,0,0,0,32.5,0,0,5,"Purdue","5(136)","5",136,0,0
"4275",2001,"Chris Taylor","Chris","Taylor","WR","5","11.0000",71,183,0,0,4.4,0,0,3.93,0,35.5,115,0,7,"Texas A&M","18(218)","18",218,0,0
"4276",2001,"David Terrell","David","Terrell","WR","6","3.0000",75,213,0,0,4.43,0,0,0,0,38,0,0,1,"Michigan","8(8)","8",8,0,0
"4296",2001,"Reggie Wayne","Reggie","Wayne","WR","6","1.0000",73,198,0,0,4.45,0,0,0,0,36,0,0,1,"Miami (FL)","30(30)","30",30,0,0
"4306",2001,"Marcus Williams","Marcus","Williams","WR","6","5.0000",77,230,0,0,4.56,2.63,1.57,4.2,7.37,41,130,0,0,"","","0",0,0,0
"4309",2001,"Cedrick Wilson","Cedrick","Wilson","WR","5","10.0000",70,179,0,0,4.48,0,0,0,0,38,123,0,6,"Tennessee","6(169)","6",169,0,0
"4343",2000,"Plaxico Burress","Plaxico","Burress","WR","6","6.0000",78,231,0,0,4.59,0,0,0,0,33,115,0,1,"Michigan State","8(8)","8",8,0,0
"4350",2000,"Kwame Cavil","Kwame","Cavil","WR","6","2.0000",74,208,0,0,4.54,0,0,0,0,39.5,118,0,0,"","","0",0,0,0
"4359",2000,"Chris Cole","Chris","Cole","WR","6","1.0000",73,191,0,0,4.37,2.52,1.48,4.09,6.78,37.5,125,0,3,"Texas A&M","8(70)","8",70,0,0
"4360",2000,"Chris Coleman","Chris","Coleman","WR","6","1.0000",73,211,0,0,4.61,0,0,4.1,0,32.5,110,0,0,"","","0",0,0,0
"4362",2000,"Laveranues Coles","Laveranues","Coles","WR","5","11.0000",71,192,0,0,4.41,0,0,4.39,0,34,115,0,3,"Florida State","16(78)","16",78,0,0
"4373",2000,"JaJuan Dawson","JaJuan","Dawson","WR","6","1.0000",73,199,0,0,4.55,0,0,4.16,0,34,117,0,3,"Tulane","17(79)","17",79,0,0
"4377",2000,"Ron Dugans","Ron","Dugans","WR","6","2.0000",74,206,0,0,4.58,0,0,0,0,0,117,0,3,"Florida State","4(66)","4",66,0,0
"4387",2000,"Larry Foster","Larry","Foster","WR","5","10.0000",70,198,0,0,4.55,0,0,4.06,0,37,121,0,0,"","","0",0,0,0
"4396",2000,"Trevor Gaylor","Trevor","Gaylor","WR","6","3.0000",75,199,0,0,4.56,0,0,4.29,0,37.5,121,0,4,"Miami (OH)","17(111)","17",111,0,0
"4398",2000,"Sherrod Gideon","Sherrod","Gideon","WR","5","11.0000",71,173,0,0,4.66,0,0,0,0,0,0,0,6,"Southern Miss","34(200)","34",200,0,0
"4419",2000,"Windrell Hayes","Windrell","Hayes","WR","5","11.0000",71,204,0,0,4.5,0,0,4.18,0,0,0,0,5,"USC","14(143)","14",143,0,0
"4428",2000,"Darrell Jackson","Darrell","Jackson","WR","6","1.0000",73,197,0,0,4.56,0,0,0,0,0,0,0,3,"Florida","18(80)","18",80,0,0
"4455",2000,"Marcus Knight","Marcus","Knight","WR","6","1.0000",73,180,0,0,4.72,0,0,4.38,0,28.5,106,0,0,"","","0",0,0,0
"4459",2000,"Charles Lee","Charles","Lee","WR","6","2.0000",74,202,0,0,4.56,2.62,1.57,4.25,7.3,35.5,125,0,7,"UCF","36(242)","36",242,0,0
"4463",2000,"Anthony Lucas","Anthony","Lucas","WR","6","3.0000",75,194,0,0,4.53,0,0,0,0,35,121,0,4,"Arkansas","20(114)","20",114,0,0
"4479",2000,"Scottie Montgomery","Scottie","Montgomery","WR","6","1.0000",73,196,0,0,4.57,0,0,4.11,0,36,117,0,0,"","","0",0,0,0
"4480",2000,"Wendell Montgomery","Wendell","Montgomery","WR","6","3.0000",75,203,0,0,4.81,0,0,4.24,0,35.5,117,0,0,"","","0",0,0,0
"4483",2000,"Muneer Moore","Muneer","Moore","WR","6","2.0000",74,201,0,0,4.52,0,0,4.09,0,37.5,129,0,5,"Richmond","25(154)","25",154,0,0
"4488",2000,"Sylvester Morris","Sylvester","Morris","WR","6","3.0000",75,216,0,0,4.6,0,0,4.17,0,34.5,119,0,1,"Jackson State","21(21)","21",21,0,0
"4492",2000,"Dennis Northcutt","Dennis","Northcutt","WR","5","11.0000",71,175,0,0,4.43,0,0,4.04,0,37.5,123,0,2,"Arizona","1(32)","1",32,0,0
"4498",2000,"Mareno Philyaw","Mareno","Philyaw","WR","6","2.0000",74,205,0,0,4.66,0,0,4.13,0,39.5,129,0,6,"Troy","6(172)","6",172,0,0
"4518",2000,"Gari Scott","Gari","Scott","WR","6","1.0000",73,194,0,0,4.59,0,0,0,0,33.5,119,0,4,"Michigan State","5(99)","5",99,0,0
"4532",2000,"R.Jay Soward","R.Jay","Soward","WR","5","10.0000",70,177,0,0,4.35,0,0,0,0,35,124,0,0,"","","0",0,0,0
"4534",2000,"Quinton Spotwood","Quinton","Spotwood","WR","5","11.0000",71,184,0,0,4.55,0,0,0,0,33.5,123,0,0,"","","0",0,0,0
"4541",2000,"Travis Taylor","Travis","Taylor","WR","6","1.0000",73,199,0,0,4.43,0,0,0,7.15,37,118,0,1,"Florida","10(10)","10",10,0,0
"4554",2000,"Troy Walters","Troy","Walters","WR","5","7.0000",67,171,0,0,4.55,0,0,3.84,0,32.5,106,0,5,"Stanford","36(165)","36",165,0,0
"4562",2000,"Dez White","Dez","White","WR","6","1.0000",73,218,0,0,4.62,0,0,4.09,0,37.5,124,0,3,"Georgia Tech","7(69)","7",69,0,0
"4565",2000,"James Williams","James","Williams","WR","5","11.0000",71,180,0,0,4.59,0,0,4.16,0,36,123,0,6,"Marshall","9(175)","9",175,0,0
"4571",2000,"Bashir Yamini","Bashir","Yamini","WR","6","3.0000",75,191,0,0,4.53,0,0,4.18,0,33,130,0,0,"","","0",0,0,0
"4579",1999,"Karsten Bailey","Karsten","Bailey","WR","6","1.0000",73,205,0,0,4.33,0,0,3.99,0,40,121,0,3,"Auburn","21(82)","21",82,0,0
"4580",1999,"Eugene Baker","Eugene","Baker","WR","6","1.0000",73,167,0,0,4.46,0,0,4.03,0,36.5,126,0,5,"Kent State","31(164)","31",164,0,0
"4586",1999,"DWayne Bates","DWayne","Bates","WR","6","2.0000",74,215,0,0,4.59,0,0,4.24,0,37,117,0,3,"Northwestern","10(71)","10",71,0,0
"4592",1999,"David Boston","David","Boston","WR","6","1.0000",73,215,0,0,4.47,0,0,4.09,0,37,116,0,1,"Ohio State","8(8)","8",8,0,0
"4602",1999,"Na Brown","Na","Brown","WR","6","1.0000",73,184,0,0,4.56,0,0,0,0,40.5,110,0,4,"North Carolina","35(130)","35",130,0,0
"4610",1999,"Siaha Burley","Siaha","Burley","WR","5","11.0000",71,166,0,0,4.53,0,0,4.16,0,34,113,0,0,"","","0",0,0,0
"4615",1999,"Kenny Cheatham","Kenny","Cheatham","WR","6","3.0000",75,211,0,0,4.6,0,0,0,0,36,115,0,0,"","","0",0,0,0
"4617",1999,"Darrin Chiaverini","Darrin","Chiaverini","WR","6","1.0000",73,212,0,0,4.53,0,0,4.16,0,33,112,0,5,"Colorado","15(148)","15",148,0,0
"4632",1999,"Eddie Conti","Eddie","Conti","WR","5","8.0000",68,173,0,0,4.5,0,0,4.04,0,36,120,0,0,"","","0",0,0,0
"4635",1999,"Jermaine Copeland","Jermaine","Copeland","WR","6","2.0000",74,201,0,0,4.5,0,0,4.28,0,36,117,0,0,"","","0",0,0,0
"4658",1999,"Dameane Douglas","Dameane","Douglas","WR","6","1.0000",73,201,0,0,4.64,0,0,4.36,0,31.5,119,0,4,"California","7(102)","7",102,0,0
"4664",1999,"Troy Edwards","Troy","Edwards","WR","5","10.0000",70,191,0,0,4.57,0,0,4.16,0,36.5,118,0,1,"Louisiana Tech","13(13)","13",13,0,0
"4669",1999,"John Fassel","John","Fassel","WR","6","4.0000",76,189,0,0,4.67,0,0,4.09,0,33.5,111,0,0,"","","0",0,0,0
"4677",1999,"Shawn Foreman","Shawn","Foreman","WR","6","1.0000",73,212,0,0,4.77,0,0,4.41,0,32,112,0,0,"","","0",0,0,0
"4701",1999,"Damon Griffin","Damon","Griffin","WR","5","9.0000",69,186,0,0,4.65,0,0,4.2,0,36,116,0,0,"","","0",0,0,0
"4705",1999,"Darran Hall","Darran","Hall","WR","5","9.0000",69,168,0,0,4.45,0,0,4.33,0,34,115,0,6,"Colorado State","17(186)","17",186,0,0
"4707",1999,"Donnie Hart","Donnie","Hart","WR","6","1.0000",73,192,0,0,4.54,0,0,4.16,0,32,111,0,0,"","","0",0,0,0
"4715",1999,"Torry Holt","Torry","Holt","WR","6","1.0000",73,192,0,0,4.44,2.62,1.57,0,0,37,118,0,1,"North Carolina State","6(6)","6",6,0,0
"4730",1999,"Lenzie Jackson","Lenzie","Jackson","WR","6","1.0000",73,188,0,0,4.84,0,0,4.29,0,35,115,0,0,"","","0",0,0,0
"4731",1999,"Quincy Jackson","Quincy","Jackson","WR","6","1.0000",73,187,0,0,4.68,0,0,4.29,0,31,116,0,0,"","","0",0,0,0
"4737",1999,"MarTay Jenkins","MarTay","Jenkins","WR","6","1.0000",73,203,0,0,4.51,0,0,4.18,0,39.5,118,0,6,"Nebraska-Omaha","24(193)","24",193,0,0
"4741",1999,"Kevin Johnson","Kevin","Johnson","WR","5","11.0000",71,194,0,0,4.41,0,0,3.86,0,36.5,115,0,2,"Syracuse","1(32)","1",32,0,0
"4747",1999,"Daniel Jones","Daniel","Jones","WR","5","11.0000",71,185,0,0,4.69,0,0,4.49,0,37,114,0,0,"","","0",0,0,0
"4788",1999,"Jeremy McDaniel","Jeremy","McDaniel","WR","6","1.0000",73,197,0,0,4.63,0,0,4.32,0,33.5,112,0,0,"","","0",0,0,0
"4789",1999,"Darnell McDonald","Darnell","McDonald","WR","6","3.0000",75,202,0,0,4.72,0,0,4.24,0,34,113,0,7,"Kansas State","34(240)","34",240,0,0
"4791",1999,"Wane McGarity","Wane","McGarity","WR","5","8.0000",68,194,0,0,4.5,0,0,4.36,0,33,114,0,4,"Texas","23(118)","23",118,0,0
"4793",1999,"Travis McGriff","Travis","McGriff","WR","5","8.0000",68,185,0,0,4.53,0,0,4.13,0,35.5,113,0,3,"Florida","32(93)","32",93,0,0
"4799",1999,"Rondel Menendez","Rondel","Menendez","WR","5","9.0000",69,178,0,0,4.24,0,1.47,3.96,0,37,117,0,7,"Eastern Kentucky","41(247)","41",247,0,0
"4801",1999,"Billy Miller","Billy","Miller","WR","6","3.0000",75,215,0,0,4.63,0,0,4.28,0,34.5,114,0,7,"USC","12(218)","12",218,0,0
"4802",1999,"Dee Miller","Dee","Miller","WR","6","1.0000",73,199,0,0,4.51,0,0,4.31,0,33.5,0,0,6,"Ohio State","27(196)","27",196,0,0
"4807",1999,"Kenny Mitchell","Kenny","Mitchell","WR","6","3.0000",75,217,0,0,4.74,0,0,0,0,37,118,0,0,"","","0",0,0,0
"4808",1999,"Tywan Mitchell","Tywan","Mitchell","WR","6","5.0000",77,223,0,0,4.74,0,0,0,0,30.5,108,0,0,"","","0",0,0,0
"4815",1999,"Joe Nastasi","Joe","Nastasi","WR","5","11.0000",71,197,0,0,4.64,0,0,4.06,0,37,119,0,0,"","","0",0,0,0
"4833",1999,"Larry Parker","Larry","Parker","WR","6","1.0000",73,200,0,0,4.46,2.54,1.54,0,0,35.5,118,0,4,"USC","13(108)","13",108,0,0
"4841",1999,"Chad Plummer","Chad","Plummer","WR","6","3.0000",75,233,0,0,4.57,0,0,4.18,0,33,113,0,6,"Cincinnati","35(204)","35",204,0,0
"4844",1999,"Peerless Price","Peerless","Price","WR","5","11.0000",71,180,0,0,4.55,0,0,4.09,0,35,116,0,2,"Tennessee","22(53)","22",53,0,0
"4863",1999,"David Saunders","David","Saunders","WR","6","2.0000",74,203,0,0,4.78,0,0,0,0,32,112,0,0,"","","0",0,0,0
"4874",1999,"Tony Small","Tony","Small","WR","6","2.0000",74,220,0,0,4.64,0,0,4.32,0,35,115,0,0,"","","0",0,0,0
"4882",1999,"Troy Smith","Troy","Smith","WR","6","1.0000",73,194,0,0,4.64,0,0,4.24,0,35.5,113,0,6,"East Carolina","32(201)","32",201,15,0
"4884",1999,"Creig Spann","Creig","Spann","WR","6","1.0000",73,191,0,0,4.5,0,0,3.86,0,36.5,117,0,0,"","","0",0,0,0
"4891",1999,"LC Stevens","LC","Stevens","WR","6","4.0000",76,215,0,0,4.63,0,0,4.24,0,35,119,0,0,"","","0",0,0,0
"4895",1999,"Brandon Stokley","Brandon","Stokley","WR","6","1.0000",73,197,0,0,4.49,0,0,4.01,0,35.5,118,0,4,"Louisiana-Lafayette","10(105)","10",105,0,0
"4896",1999,"Tai Streets","Tai","Streets","WR","6","2.0000",74,194,0,0,4.48,2.6,1.54,0,0,37,129,0,6,"Michigan","2(171)","2",171,0,0
"4908",1999,"Derrius Thompson","Derrius","Thompson","WR","6","2.0000",74,211,0,0,4.59,0,0,4.13,0,41.5,114,0,0,"","","0",0,0,0
"4915",1999,"Michael Vaughn","Michael","Vaughn","WR","6","2.0000",74,212,0,0,4.57,0,0,4.32,0,33.5,113,0,0,"","","0",0,0,0
"4933",1999,"Gerald Williams","Gerald","Williams","WR","6","3.0000",75,207,0,0,4.45,0,0,3.96,0,35.5,117,0,0,"","","0",0,0,0
"4946",1999,"Craig Yeast","Craig","Yeast","WR","5","8.0000",68,164,0,0,4.47,0,0,4.14,0,32.5,112,0,4,"Kentucky","3(98)","3",98,0,0
